state,county,candidate,party,votes,combined,combined 2,winner,Color,Percent of Vote,Percentage Democrat,Lat,Lon
New Hampshire,Bradford,Joe Biden,DEM,563,"Bradford, New Hampshire563","Bradford, New Hampshire",1,#2cc5e6,0.52,0.52,43.2687048,-71.9576292
New Hampshire,Canterbury,Joe Biden,DEM,1009,"Canterbury, New Hampshire1009","Canterbury, New Hampshire",1,#2cc5e6,0.58,0.58,43.3372738,-71.5652802
New Hampshire,Chichester,Donald Trump,REP,930,"Chichester, New Hampshire930","Chichester, New Hampshire",1,#D74247,0.54,0.46,43.2492477,-71.3997909
New Hampshire,Concord,Joe Biden,DEM,15341,"Concord, New Hampshire15341","Concord, New Hampshire",1,#2cc5e6,0.65,0.65,43.2081366,-71.5375718
New Hampshire,Danbury,Donald Trump,REP,414,"Danbury, New Hampshire414","Danbury, New Hampshire",1,#D74247,0.57,0.43,43.5256297,-71.8617481
New Hampshire,Dunbarton,Donald Trump,REP,1121,"Dunbarton, New Hampshire1121","Dunbarton, New Hampshire",1,#D74247,0.55,0.45,43.1025818,-71.6164615
New Hampshire,Epsom,Donald Trump,REP,1702,"Epsom, New Hampshire1702","Epsom, New Hampshire",1,#D74247,0.58,0.42,43.2249396,-71.3445677
New Hampshire,Franklin,Donald Trump,REP,2281,"Franklin, New Hampshire2281","Franklin, New Hampshire",1,#D74247,0.55,0.45,43.4442432,-71.6472988
New Hampshire,Henniker,Joe Biden,DEM,1569,"Henniker, New Hampshire1569","Henniker, New Hampshire",1,#2cc5e6,0.58,0.58,43.1798323,-71.8222872
New Hampshire,Hill,Donald Trump,REP,403,"Hill, New Hampshire403","Hill, New Hampshire",1,#D74247,0.63,0.37,43.5256454,-71.7045908
New Hampshire,Hooksett,Donald Trump,REP,4387,"Hooksett, New Hampshire4387","Hooksett, New Hampshire",1,#D74247,0.51,0.49,43.0967213,-71.4651283
New Hampshire,Hopkinton,Joe Biden,DEM,2688,"Hopkinton, New Hampshire2688","Hopkinton, New Hampshire",1,#2cc5e6,0.65,0.65,43.1947744,-71.691066
New Hampshire,Loudon,Donald Trump,REP,2101,"Loudon, New Hampshire2101","Loudon, New Hampshire",1,#D74247,0.58,0.42,43.2856337,-71.4672651
New Hampshire,Newbury,Joe Biden,DEM,905,"Newbury, New Hampshire905","Newbury, New Hampshire",1,#2cc5e6,0.54,0.54,43.3214646,-72.0359175
New Hampshire,New London,Joe Biden,DEM,2081,"New London, New Hampshire2081","New London, New Hampshire",1,#2cc5e6,0.65,0.65,43.4284925,-71.975699
New Hampshire,Northfield,Donald Trump,REP,1435,"Northfield, New Hampshire1435","Northfield, New Hampshire",1,#D74247,0.55,0.45,43.4352102,-71.5900508
New Hampshire,Pembroke,Joe Biden,DEM,2189,"Pembroke, New Hampshire2189","Pembroke, New Hampshire",1,#2cc5e6,0.51,0.51,43.1814246,-71.4418101
New Hampshire,Pittsfield,Donald Trump,REP,1230,"Pittsfield, New Hampshire1230","Pittsfield, New Hampshire",1,#D74247,0.59,0.41,43.3058983,-71.3242331
New Hampshire,Salisbury,Donald Trump,REP,517,"Salisbury, New Hampshire517","Salisbury, New Hampshire",1,#D74247,0.56,0.44,43.3800768,-71.7170222
New Hampshire,Sutton,Joe Biden,DEM,753,"Sutton, New Hampshire753","Sutton, New Hampshire",1,#2cc5e6,0.56,0.56,43.3342427,-71.9514714
New Hampshire,Warner,Joe Biden,DEM,1050,"Warner, New Hampshire1050","Warner, New Hampshire",1,#2cc5e6,0.54,0.54,43.2556568,-71.8334145
New Hampshire,Webster,Donald Trump,REP,669,"Webster, New Hampshire669","Webster, New Hampshire",1,#D74247,0.54,0.46,43.3289663,-71.7178552
New Hampshire,Wilmot,Joe Biden,DEM,583,"Wilmot, New Hampshire583","Wilmot, New Hampshire",1,#2cc5e6,0.61,0.61,43.4517414,-71.9136936
New Hampshire,Atkinson,Donald Trump,REP,2795,"Atkinson, New Hampshire2795","Atkinson, New Hampshire",1,#D74247,0.55,0.45,42.8384221,-71.1470037
New Hampshire,Auburn,Donald Trump,REP,2265,"Auburn, New Hampshire2265","Auburn, New Hampshire",1,#D74247,0.58,0.42,43.0045288,-71.348398
New Hampshire,Brentwood,Joe Biden,DEM,1505,"Brentwood, New Hampshire1505","Brentwood, New Hampshire",1,#2cc5e6,0.52,0.52,42.9780248,-71.0735503
New Hampshire,Candia,Donald Trump,REP,1709,"Candia, New Hampshire1709","Candia, New Hampshire",1,#D74247,0.61,0.39,43.0612461,-71.2888619
New Hampshire,Chester,Donald Trump,REP,1951,"Chester, New Hampshire1951","Chester, New Hampshire",1,#D74247,0.56,0.44,42.9567525,-71.2572846
New Hampshire,Danville,Donald Trump,REP,1686,"Danville, New Hampshire1686","Danville, New Hampshire",1,#D74247,0.60,0.40,42.9125877,-71.124504
New Hampshire,Deerfield,Donald Trump,REP,1786,"Deerfield, New Hampshire1786","Deerfield, New Hampshire",1,#D74247,0.55,0.45,43.146194,-71.2164524
New Hampshire,Derry,Donald Trump,REP,9412,"Derry, New Hampshire9412","Derry, New Hampshire",1,#D74247,0.53,0.47,42.8806437,-71.3273346
New Hampshire,East Kingston,Donald Trump,REP,889,"East Kingston, New Hampshire889","East Kingston, New Hampshire",1,#D74247,0.53,0.47,42.925219,-71.0165766
New Hampshire,Epping,Donald Trump,REP,2311,"Epping, New Hampshire2311","Epping, New Hampshire",1,#D74247,0.52,0.48,43.0534843,-71.0735476
New Hampshire,Exeter,Joe Biden,DEM,6820,"Exeter, New Hampshire6820","Exeter, New Hampshire",1,#2cc5e6,0.66,0.66,42.9814292,-70.9477546
New Hampshire,Fremont,Donald Trump,REP,1635,"Fremont, New Hampshire1635","Fremont, New Hampshire",1,#D74247,0.58,0.42,42.9909194,-71.1425606
New Hampshire,Greenland,Joe Biden,DEM,1723,"Greenland, New Hampshire1723","Greenland, New Hampshire",1,#2cc5e6,0.59,0.59,43.0361995,-70.8328322
New Hampshire,Hampstead,Donald Trump,REP,3303,"Hampstead, New Hampshire3303","Hampstead, New Hampshire",1,#D74247,0.56,0.44,42.8744882,-71.1809803
New Hampshire,Hampton,Joe Biden,DEM,6150,"Hampton, New Hampshire6150","Hampton, New Hampshire",1,#2cc5e6,0.53,0.53,42.9375932,-70.8389219
New Hampshire,Hampton Falls,Donald Trump,REP,863,"Hampton Falls, New Hampshire863","Hampton Falls, New Hampshire",1,#D74247,0.50,0.50,42.9162234,-70.863811
New Hampshire,Kensington,Joe Biden,DEM,805,"Kensington, New Hampshire805","Kensington, New Hampshire",1,#2cc5e6,0.52,0.52,42.9270334,-70.9439447
New Hampshire,Kingston,Donald Trump,REP,2311,"Kingston, New Hampshire2311","Kingston, New Hampshire",1,#D74247,0.56,0.44,42.9364768,-71.0533918
New Hampshire,Londonderry,Donald Trump,REP,7905,"Londonderry, New Hampshire7905","Londonderry, New Hampshire",1,#D74247,0.50,0.50,42.8651298,-71.3739272
New Hampshire,New Castle,Joe Biden,DEM,619,"New Castle, New Hampshire619","New Castle, New Hampshire",1,#2cc5e6,0.68,0.68,43.0724613,-70.7160762
New Hampshire,Newfields,Joe Biden,DEM,719,"Newfields, New Hampshire719","Newfields, New Hampshire",1,#2cc5e6,0.57,0.57,43.0348625,-70.9428006
New Hampshire,Newington,Donald Trump,REP,325,"Newington, New Hampshire325","Newington, New Hampshire",1,#D74247,0.51,0.49,43.1000871,-70.8336668
New Hampshire,Newmarket,Joe Biden,DEM,3953,"Newmarket, New Hampshire3953","Newmarket, New Hampshire",1,#2cc5e6,0.66,0.66,43.0828551,-70.9350382
New Hampshire,Newton,Donald Trump,REP,1680,"Newton, New Hampshire1680","Newton, New Hampshire",1,#D74247,0.56,0.44,42.8695335,-71.0345018
New Hampshire,North Hampton,Joe Biden,DEM,1987,"North Hampton, New Hampshire1987","North Hampton, New Hampshire",1,#2cc5e6,0.57,0.57,42.9737623,-70.8351792
New Hampshire,Northwood,Donald Trump,REP,1483,"Northwood, New Hampshire1483","Northwood, New Hampshire",1,#D74247,0.51,0.49,43.194249,-71.1508969
New Hampshire,Nottingham,Joe Biden,DEM,1769,"Nottingham, New Hampshire1769","Nottingham, New Hampshire",1,#2cc5e6,0.51,0.51,43.1145285,-71.099784
New Hampshire,Plaistow,Donald Trump,REP,2504,"Plaistow, New Hampshire2504","Plaistow, New Hampshire",1,#D74247,0.54,0.46,42.8364781,-71.0947805
New Hampshire,Portsmouth,Joe Biden,DEM,10643,"Portsmouth, New Hampshire10643","Portsmouth, New Hampshire",1,#2cc5e6,0.73,0.73,43.0717552,-70.7625532
New Hampshire,Raymond,Donald Trump,REP,3517,"Raymond, New Hampshire3517","Raymond, New Hampshire",1,#D74247,0.59,0.41,43.0362094,-71.1833857
New Hampshire,Rye,Joe Biden,DEM,2781,"Rye, New Hampshire2781","Rye, New Hampshire",1,#2cc5e6,0.62,0.62,43.0019301,-70.7695547
New Hampshire,Salem,Donald Trump,REP,9969,"Salem, New Hampshire9969","Salem, New Hampshire",1,#D74247,0.56,0.44,42.7885553,-71.2008912
New Hampshire,Sandown,Donald Trump,REP,2273,"Sandown, New Hampshire2273","Sandown, New Hampshire",1,#D74247,0.57,0.43,42.928698,-71.1870053
New Hampshire,Seabrook,Donald Trump,REP,2595,"Seabrook, New Hampshire2595","Seabrook, New Hampshire",1,#D74247,0.56,0.44,42.8909615,-70.8655074
New Hampshire,South Hampton,Donald Trump,REP,326,"South Hampton, New Hampshire326","South Hampton, New Hampshire",1,#D74247,0.50,0.50,42.8809229,-70.9625559
New Hampshire,Stratham,Joe Biden,DEM,3306,"Stratham, New Hampshire3306","Stratham, New Hampshire",1,#2cc5e6,0.60,0.60,43.0228677,-70.9163873
New Hampshire,Windham,Donald Trump,REP,5196,"Windham, New Hampshire5196","Windham, New Hampshire",1,#D74247,0.52,0.48,42.8006441,-71.304229
New Hampshire,Barrington,Joe Biden,DEM,3142,"Barrington, New Hampshire3142","Barrington, New Hampshire",1,#2cc5e6,0.52,0.52,43.2228599,-71.0470077
New Hampshire,Dover,Joe Biden,DEM,12480,"Dover, New Hampshire12480","Dover, New Hampshire",1,#2cc5e6,0.65,0.65,43.1978624,-70.8736698
New Hampshire,Durham,Joe Biden,DEM,5970,"Durham, New Hampshire5970","Durham, New Hampshire",1,#2cc5e6,0.76,0.76,43.1339545,-70.9264393
New Hampshire,Farmington,Donald Trump,REP,2000,"Farmington, New Hampshire2000","Farmington, New Hampshire",1,#D74247,0.58,0.42,43.3897609,-71.065062
New Hampshire,Lee,Joe Biden,DEM,1957,"Lee, New Hampshire1957","Lee, New Hampshire",1,#2cc5e6,0.66,0.66,43.122244,-71.0120127
New Hampshire,Madbury,Joe Biden,DEM,824,"Madbury, New Hampshire824","Madbury, New Hampshire",1,#2cc5e6,0.63,0.63,43.1692512,-70.9239484
New Hampshire,Middleton,Donald Trump,REP,643,"Middleton, New Hampshire643","Middleton, New Hampshire",1,#D74247,0.62,0.38,43.4779229,-71.0714834
New Hampshire,Milton,Donald Trump,REP,1476,"Milton, New Hampshire1476","Milton, New Hampshire",1,#D74247,0.58,0.42,43.4440953,-71.0091998
New Hampshire,New Durham,Donald Trump,REP,1109,"New Durham, New Hampshire1109","New Durham, New Hampshire",1,#D74247,0.59,0.41,43.4367466,-71.1722886
New Hampshire,Rochester,Donald Trump,REP,8367,"Rochester, New Hampshire8367","Rochester, New Hampshire",1,#D74247,0.49,0.51,43.304526,-70.9756186
New Hampshire,Rollinsford,Joe Biden,DEM,951,"Rollinsford, New Hampshire951","Rollinsford, New Hampshire",1,#2cc5e6,0.55,0.55,43.2361957,-70.8203355
New Hampshire,Somersworth,Joe Biden,DEM,3422,"Somersworth, New Hampshire3422","Somersworth, New Hampshire",1,#2cc5e6,0.56,0.56,43.2617503,-70.8653372
New Hampshire,Strafford,Donald Trump,REP,1408,"Strafford, New Hampshire1408","Strafford, New Hampshire",1,#D74247,0.50,0.50,43.3270251,-71.184232
New Hampshire,Acworth,Joe Biden,DEM,293,"Acworth, New Hampshire293","Acworth, New Hampshire",1,#2cc5e6,0.51,0.51,43.2178539,-72.2920317
New Hampshire,Charlestown,Donald Trump,REP,1239,"Charlestown, New Hampshire1239","Charlestown, New Hampshire",1,#D74247,0.50,0.50,43.2386275,-72.4245117
New Hampshire,Claremont,Joe Biden,DEM,2895,"Claremont, New Hampshire2895","Claremont, New Hampshire",1,#2cc5e6,0.50,0.50,43.3728635,-72.3378744
New Hampshire,Cornish,Joe Biden,DEM,679,"Cornish, New Hampshire679","Cornish, New Hampshire",1,#2cc5e6,0.61,0.61,43.4645164,-72.3689794
New Hampshire,Croydon,Donald Trump,REP,319,"Croydon, New Hampshire319","Croydon, New Hampshire",1,#D74247,0.62,0.38,43.4506116,-72.1631276
New Hampshire,Goshen,Donald Trump,REP,284,"Goshen, New Hampshire284","Goshen, New Hampshire",1,#D74247,0.59,0.41,43.3011531,-72.1480058
New Hampshire,Grantham,Joe Biden,DEM,1669,"Grantham, New Hampshire1669","Grantham, New Hampshire",1,#2cc5e6,0.68,0.68,43.5225457,-72.1534606
New Hampshire,Langdon,Joe Biden,DEM,206,"Langdon, New Hampshire206","Langdon, New Hampshire",1,#2cc5e6,0.50,0.50,43.1670215,-72.3795322
New Hampshire,Lempster,Donald Trump,REP,440,"Lempster, New Hampshire440","Lempster, New Hampshire",1,#D74247,0.61,0.39,43.2270143,-72.1771541
New Hampshire,Newport,Donald Trump,REP,1773,"Newport, New Hampshire1773","Newport, New Hampshire",1,#D74247,0.57,0.43,43.3653585,-72.1734388
New Hampshire,Plainfield,Joe Biden,DEM,1135,"Plainfield, New Hampshire1135","Plainfield, New Hampshire",1,#2cc5e6,0.67,0.67,43.5489556,-72.2600655
New Hampshire,Springfield,Joe Biden,DEM,437,"Springfield, New Hampshire437","Springfield, New Hampshire",1,#2cc5e6,0.49,0.49,43.4950734,-72.0334187
New Hampshire,Sunapee,Joe Biden,DEM,1309,"Sunapee, New Hampshire1309","Sunapee, New Hampshire",1,#2cc5e6,0.54,0.54,43.3875746,-72.0878634
New Hampshire,Unity,Donald Trump,REP,513,"Unity, New Hampshire513","Unity, New Hampshire",1,#D74247,0.59,0.41,43.2947268,-72.3074326
New Hampshire,Washington,Donald Trump,REP,467,"Washington, New Hampshire467","Washington, New Hampshire",1,#D74247,0.59,0.41,43.1759107,-72.0967507
New Jersey,Atlantic County,Joe Biden,DEM,68933,"Atlantic County, New Jersey68933","Atlantic County, New Jersey",1,#2cc5e6,0.52,0.52,39.5333379,-74.6868815
New Jersey,Bergen County,Joe Biden,DEM,259358,"Bergen County, New Jersey259358","Bergen County, New Jersey",1,#2cc5e6,0.58,0.58,40.9262762,-74.07701
New Jersey,Burlington County,Joe Biden,DEM,131202,"Burlington County, New Jersey131202","Burlington County, New Jersey",1,#2cc5e6,0.61,0.61,39.8558488,-74.6868815
New Jersey,Camden County,Joe Biden,DEM,140026,"Camden County, New Jersey140026","Camden County, New Jersey",1,#2cc5e6,0.68,0.68,39.8592439,-75.0143824
New Jersey,Cape May County,Donald Trump,REP,31498,"Cape May County, New Jersey31498","Cape May County, New Jersey",1,#D74247,0.57,0.43,39.105884,-74.8273184
New Jersey,Cumberland County,Joe Biden,DEM,22257,"Cumberland County, New Jersey22257","Cumberland County, New Jersey",1,#2cc5e6,0.55,0.55,39.2587106,-75.0611147
New Jersey,Essex County,Joe Biden,DEM,224615,"Essex County, New Jersey224615","Essex County, New Jersey",1,#2cc5e6,0.77,0.77,40.7947466,-74.2648829
New Jersey,Gloucester County,Joe Biden,DEM,84120,"Gloucester County, New Jersey84120","Gloucester County, New Jersey",1,#2cc5e6,0.50,0.50,39.7103023,-75.1078332
New Jersey,Hudson County,Joe Biden,DEM,141997,"Hudson County, New Jersey141997","Hudson County, New Jersey",1,#2cc5e6,0.75,0.75,40.7453199,-74.0535126
New Jersey,Hunterdon County,Donald Trump,REP,39751,"Hunterdon County, New Jersey39751","Hunterdon County, New Jersey",1,#D74247,0.50,0.50,40.5669515,-74.9208772
New Jersey,Mercer County,Joe Biden,DEM,109514,"Mercer County, New Jersey109514","Mercer County, New Jersey",1,#2cc5e6,0.69,0.69,40.3028533,-74.7337069
New Jersey,Middlesex County,Joe Biden,DEM,141256,"Middlesex County, New Jersey141256","Middlesex County, New Jersey",1,#2cc5e6,0.66,0.66,40.4111363,-74.3587473
New Jersey,Monmouth County,Joe Biden,DEM,146893,"Monmouth County, New Jersey146893","Monmouth County, New Jersey",1,#2cc5e6,0.50,0.50,40.2589455,-74.123996
New Jersey,Morris County,Joe Biden,DEM,83266,"Morris County, New Jersey83266","Morris County, New Jersey",1,#2cc5e6,0.56,0.56,40.8336038,-74.5463282
New Jersey,Ocean County,Donald Trump,REP,202449,"Ocean County, New Jersey202449","Ocean County, New Jersey",1,#D74247,0.63,0.37,39.9652553,-74.3118212
New Jersey,Passaic County,Joe Biden,DEM,84346,"Passaic County, New Jersey84346","Passaic County, New Jersey",1,#2cc5e6,0.60,0.60,41.1231647,-74.3587473
New Jersey,Salem County,Donald Trump,REP,16524,"Salem County, New Jersey16524","Salem County, New Jersey",1,#D74247,0.55,0.45,39.5848777,-75.3878525
New Jersey,Somerset County,Joe Biden,DEM,97301,"Somerset County, New Jersey97301","Somerset County, New Jersey",1,#2cc5e6,0.61,0.61,40.5292099,-74.6400432
New Jersey,Sussex County,Donald Trump,REP,38188,"Sussex County, New Jersey38188","Sussex County, New Jersey",1,#D74247,0.56,0.44,41.1288481,-74.6868815
New Jersey,Union County,Joe Biden,DEM,88990,"Union County, New Jersey88990","Union County, New Jersey",1,#2cc5e6,0.72,0.72,40.6595001,-74.2883536
New Jersey,Warren County,Donald Trump,REP,23806,"Warren County, New Jersey23806","Warren County, New Jersey",1,#D74247,0.54,0.46,40.8841854,-74.9208772
New Mexico,Bernalillo County,Joe Biden,DEM,192042,"Bernalillo County, New Mexico192042","Bernalillo County, New Mexico",1,#2cc5e6,0.61,0.61,35.0177854,-106.6291304
New Mexico,Catron County,Donald Trump,REP,1698,"Catron County, New Mexico1698","Catron County, New Mexico",1,#D74247,0.73,0.27,34.1515173,-108.4276047
